ItemID,SKU,Issue(s),Price,Original Title,NEW TITLE (fill in),Listed
226950862022,j9voj,Truncated?,$3.89,Anthony Gould 2024 Panini Select #206 Black & Red Prizm Shock Indianapolis Colts,,2025-08-31
226950862194,j9vjn,Truncated?,$2.49,Brian Thomas Jr. 2024 Panini Select #20 Select Future Prizm Jacksonville Jaguars,,2025-08-31
226951102616,j9xoi,Truncated?,$4.50,2023-24 Finest UEFA Club Competitions Karim Konate #139 Sky Blue Refractor #/275,,2025-08-31
226951102668,j9xoj,Truncated?,$3.55,2023-24 Topps Chrome UEFA Club Karim Konate #30 Purple Ray Wave Refractor #/175,,2025-08-31
226951102739,j9xom,Truncated?,$2.09,2024-25 Panini Prizm Premier League Alexander Isak #120 Silver Newcastle United,,2025-08-31
226961852806,jjih2,Truncated?,$1.99,2024 Donruss Optic Marvin Harrison Jr. Play Action Rookie Insert #2 RC Cardinals,,2025-09-06
226962828870,jke2a,Truncated?,$2.09,Shai Gilgeous-Alexander 2024-25 Donruss Optic #6 My House Oklahoma City Thunder,,2025-09-07
226966409242,jmyxr,Truncated?,$2.09,Tyson Bagent 2023 Panini Select #CRO-TBA Select Certified Rookies Chicago Bears,,2025-09-09
226969800463,jpm0j,Truncated?,$2.09,Christian Encarnacion-Strand 2024 Topps Update #US201 Royal Blue Cincinnati Reds,,2025-09-11
226969900011,jpscm,Truncated?,$5.49,Jordan Westburg 2024 Topps Update #MLMU-JW Major League Materials Relics Orioles,,2025-09-11
226970003007,jpmhm,Truncated?,$2.09,Adrian Morejon 2020 Bowman #BTP-54 Chrome Bowman Scouts Top 100 San Diego Padres,,2025-09-11
226970003461,jpmj9,Truncated?,$2.09,Brandon Valenzuela 2022 Bowman #BP-28 Prospects Sky Blue San Diego Padres #/499,,2025-09-11
226971278605,TY-3015-jpmwv,Truncated?,$2.09,Curtis Mead 2024 Topps #89B-85 1989 Topps Baseball 35th Anniversary Blue Raysys,,2025-09-12
226972836856,jrnqr,Truncated?,$20.29,Eduardo Beltre 2024 Bowman Chrome #BCP-170 Reptilian Blue Refractors Twins #/150,,2025-09-13
226972837053,jrnr3,Truncated?,$2.49,Ryan Pepiot 2024 Topps Chrome #128 Purple Sonar Refractors Tampa Bay Rays #/275,,2025-09-13
226972837271,jrnr7,Truncated?,$14.39,Masyn Winn 2024 Bowman Chrome #61 Aqua Mojo Refractors St. Louis Cardinals #/299,,2025-09-13
226973196204,js85c,Truncated?,$4.99,Kevin Parada 2023 Bowman Inception #30 Gold Foil Electricity New York Mets #/50,,2025-09-13
226978021560,jw1dm,Truncated?,$5.39,Mario Baez 2024 Bowman Chrome #BCP-153 Prospects Fuchsia Shimmer Refractor #/199,,2025-09-16
226978021765,jw1du,Truncated?,$4.00,Luis Guanipa 2024 Bowman Chrome #BCP-233 Prospects Aqua Refractors Braves #/125,,2025-09-16
226978021810,jw1dx,Truncated?,$5.19,Jensy Rivas 2024 Bowman Chrome #BCP-251 Prospects Refractors New York Mets #/499,,2025-09-16
226978021901,jw1e2,Truncated?,$2.09,Luis Baez 2024 Bowman Chrome #BCP-248 Prospects Speckle Refractors Astros #/299,,2025-09-16
226978021932,jw1e4,Truncated?,$3.59,Jurdrick Profar 2024 Bowman Chrome #BCP-218 Prospects Refractors White Sox #/499,,2025-09-16
226978062194,jw1da,Truncated?,$2.59,Zach Remillard 2024 Topps Chrome #155 Purple Speckle Refractors White Sox #/299,,2025-09-16
226978062198,jw1co,Truncated?,$2.99,Mario Baez 2024 Bowman Chrome #BCP-153 Prospects Speckle Refractors Braves #/299,,2025-09-16
226978062210,jw1dr,Truncated?,$15.99,Eduardo Beltre 2024 Bowman Chrome #BCP-170 Prospects Fuchsia Shimmer Twins #/199,,2025-09-16
226979454838,jx2pw,Truncated?,$2.99,Christopher Morel 2024 Topps Update #MLMU-CM Major League Materials Black #/199,,2025-09-17
226991050710,VAS-MS000182-k6b8r,Truncated?,$1.99,2022 Panini Select Draft Picks Nick Chubb #145 Gold Lazer Prizm Georgia Bulldogs,,2025-09-24
226991052410,VAS-MS000201-k6b9a,Truncated?,$2.09,2023 Panini Select Draft Picks Jahmyr Gibbs #10 Blue Retail Alabama Crimson Tide,,2025-09-24
226991059590,VAS-MS000175-k6b8k,Truncated?,$2.49,2024 Panini Select Baker Mayfield #108 Silver Prizm Die Cut Tampa Bay Buccaneers,,2025-09-24
226991059623,VAS-MS000178-k6b8n,Truncated?,$2.99,2024 Panini Rookies & Stars J.J. McCarthy #RR-JMY Rookie Rush Minnesota Vikings,,2025-09-24
226992654790,VAS-MS000230-k74mw,Truncated?,$2.09,2024 Panini Select Cameron Jordan #16 Red & Blue Prizm Shock New Orleans Saints,,2025-09-25
226994253515,WHT-MS000009-k8v06,Truncated?,$2.09,2024 Topps Chrome MLS Didier Drogba #64T-17 Topps 1964 Football Montreal Impact,,2025-09-26
226995726837,TY-KC000042-k9bk7,Truncated?,$1.99,2023 Panini Chronicles Alex Ramirez #GSS-AR Gold Standard Swatches New York Mets,,2025-09-27
226995729124,TY-KC000048-k9bkd,Truncated?,$3.00,2024 Donruss Tai Peete #PJK-TP Prospect Jersey Kings Orange Ice Seattle Mariners,,2025-09-27
226995754023,TY-KC000177-k75e4,Truncated?,$2.99,2024 Topps Chrome Jonny Deluca #163 Aqua Raywave Refractors Tampa Bay Rays #/199,,2025-09-27
226996433038,VAS-MS000312-kais5,Truncated?,$1.99,Carmelo Anthony 2021-22 Panini Select #31 Blue (Retail Base) Los Angeles Lakers,,2025-09-27
226996433066,VAS-MS000310-kais3,Truncated?,$1.99,Kawhi Leonard 2021-22 Panini Select #20 Blue (Retail Base) Los Angeles Clippers,,2025-09-27
226997750108,VAS-MS000274-kbk6k,Truncated?,$1.99,2024 Topps Chrome Terrell Davis #CAE-TD Chrome All-Etch Refractor Denver Broncos,,2025-09-28
226997783050,VAS-MS000305-kbmea,Truncated?,$1.99,2024 Panini Mosaic J.C. Latham #307 Mosaic Choice Red and Green Tennessee Titans,,2025-09-28
226997783158,VAS-MS000329-kbmfa,Truncated?,$1.99,2023 Panini Select Emari Demercado #160 Black and Red Prizms Die Cuts ACardinals,,2025-09-28
226997783445,VAS-MS000312-kbmel,Truncated?,$1.99,2023 Panini Prizm Desmond Ridder #H-4 Emergent Prizms No Huddle Atlanta Falcons,,2025-09-28
227001000380,VAS-MS000361-kdvxh,Truncated?,$2.00,2007 Bowman Draft Justin Upton #BDPP110 Chrome Prospects Refractors Diamondbacks,,2025-09-30
227001121901,VAS-MS000372-kdzow,Truncated?,$4.99,2023-24 Topps Chrome UEFA Catarina Macario #31 Purple Pulsar Chelsea F.C. #/299,,2025-09-30
227001458387,VAS-MS000392-kedw6,Truncated?,$1.99,2021 Panini Contenders Draft Picks DK Metcalf #14 Campus Legends Ole Miss Rebels,,2025-09-30
227001459121,VAS-MS000404-kedxz,Truncated?,$1.99,2024 Panini Contenders Anthony Richardson #42 Game Ticket Red Indianapolis Colts,,2025-09-30
227001459774,VAS-MS000407-kedyn,Truncated?,$1.99,2024 Panini Contenders Dan Marino / Jim Kelly #7 Historic Draft Class Contenders,,2025-09-30
227001460847,VAS-MS000421-kee0k,Truncated?,$1.99,2024 Panini Contenders Amon-Ra St. Brown #33 Season Ticket Retail Detroit Lions,,2025-09-30
227001463448,VAS-MS000447-kee6f,Truncated?,$1.99,2024 Panini Contenders Amon-Ra St. Brown #33 Season Ticket Retail Detroit Lions,,2025-09-30
227001672541,VAS-MS000477-kehdd,Truncated?,$4.99,2024 Panini Prizm Draft Picks Matas Buzelis #67b Purple Wave NBA G League Ignite,,2025-09-30
227001675380,VAS-MS000483-kehdl,Truncated?,$1.99,2024 Panini Prizm Draft Picks Dalton Knecht #17 Deep Space Tennessee Volunteers,,2025-09-30
227001680805,VAS-MS000505-kehef,Truncated?,$5.50,2022-23 Panini Prizm Alton Lister #PNM-ALT Penmanship Prizms Silver Supersonics,,2025-09-30
227008359769,VAS-MS000521-kjcpu,Truncated?,$1.49,2024 Topps Fernando Tatis Jr. #89B-10 1989 35th Anniversary (Series One) Padres,,2025-10-04
227009690746,CDP-705CEA4,Truncated?,$7.99,2022 Panini Prizm Premier League Red Luis Sinisterra /149 Leeds United #267 (RC),,2025-10-05
227009745389,VAS-MS000553-kjlcj,Truncated?,$1.89,2024 Panini Totally Certified Cooper Kupp #9 Intriguing Players Los Angeles Rams,,2025-10-05
227009745473,VAS-MS000554-kjlck,Truncated?,$1.49,2024 Panini Select Trevor Lawrence #98 Silver Prizm Die Cut Jacksonville Jaguars,,2025-10-05
227009746524,VAS-MS000578-kjld8,Truncated?,$1.49,2023 Panini Select Paris Johnson Jr. #3 Silver Prizms Die Cuts Arizona Cardinals,,2025-10-05
227019836873,BB003011-ksns4,Truncated?,$1.79,2024-25 Panini Revolution Rob Dillingham #17 Star Gazing Minnesota Timberwolves,,2025-10-11
227019837533,BB003029-ksnsu,Truncated?,$1.78,2024-25 Panini Select Zach LaVine #10 Green White Purple Prizm Sacramento Kings,,2025-10-11
227019837676,BB003033-ksnsy,Truncated?,$1.79,2024-25 Panini Select Scoot Henderson #119 Blue (Retail) Portland Trail Blazers,,2025-10-11
227019837961,BB003043-ksnt8,Truncated?,$3.89,2024-25 Panini Select Anthony Edwards #130 Tectonic Prizm Minnesota Timberwolves,,2025-10-11
227030580661,BAS-003155-l11c9,Truncated?,$3.99,2024 Topps Stadium Club - Special Forces Yoshinobu Yamamoto #SF-25 (RC) Dodgers,,2025-10-17
227036682452,FB-003181-l5z5s,Truncated?,$1.99,2021 Panini Contenders Justin Herbert #SN-JHE Supernatural Los Angeles Chargers,,2025-10-21
227041207678,BB-003206-l9rbd,Truncated?,$3.00,2025-26 Topps Noa Essengue #TC-NE 1980-81 Topps Chrome Basketball Chicago Bulls,,2025-10-24
227041207698,BB-003208-l9rbf,Truncated?,$2.00,2025-26 Topps Donovan Mitchell #TC-DM 1980-81 Topps Chrome Basketball Cavaliers,,2025-10-24
227042822368,SR-003301-lb9y3,Truncated?,$4.50,2020-21 Topps Chrome Sapphire UEFA Champions League Erling Haaland #49 Dortmund,,2025-10-25
227044271344,BB-003301-lchct,Truncated?,$2.69,2024 Panini Prizm Draft Picks Kyle Filipowski #28b Prizms Green Duke Blue Devils,,2025-10-26
227044271782,BB-003306-lchd3,Truncated?,$1.99,2024 Panini Prizm Draft Picks Ron Holland II #8 Prizms Purple Wave NBA G League,,2025-10-26
227044272072,BB-003315-lchdy,Truncated?,$3.09,2024 Panini Prizm Draft Picks Donovan Clingan #9 Campus Legends Red UCONN #/299,,2025-10-26
227044272320,BB-003322-lcheu,Truncated?,$1.99,2024 Panini Prizm Draft Picks Reed Sheppard #21 Prizms Silver Kentucky Wildcats,,2025-10-26
227044272471,BB-003325-lchf2,Truncated?,$2.69,2024 Panini Prizm Draft Picks Ron Holland II #8b Prizms Purple Wave NBA G League,,2025-10-26
227044273057,BB-003343-lchfu,Truncated?,$1.99,2024 Panini Prizm Draft Picks Bub Carrington #9 New Recruits Pittsburgh Panthers,,2025-10-26
227044273376,BB-003351-lchgc,Truncated?,$1.99,2024 Panini Prizm Draft Picks Dalton Knecht #17 Deep Space Tennessee Volunteers,,2025-10-26
227044273470,BB-003354-lchgh,Truncated?,$1.99,2024 Panini Prizm Draft Picks Isaiah Collier #14 Student Orientation USC Trojans,,2025-10-26
227044834543,SR-003316-ld107,Truncated?,$3.29,2022-23 Donruss Sotiris Alexandropoulos #177 Red Sporting Clube de Portugal #/99,,2025-10-26
227044834713,SR-003325-ld10j,Truncated?,$6.09,2021-22 Merlin Chrome UEFA Champions League Ansu Fati #36 Aqua Ref FC Barcelona,,2025-10-26
227054281118,CDP-ADD4EE3,Truncated?,$13.00,Warren Zaire-Emery 2024-25 Panini Immaculate Collection Heralded Materials 01/65,,2025-11-01
227054281124,CDP-60FD1CB,Truncated?,$40.00,Dusan Vlahovic 2023-24 Panini Select FIFA Field Level Gold Prizm 09/10 Jersey No,,2025-11-01
227064072376,BASV-001110-lq4r2-02A01B7,Truncated?,$1.59,2024-25 Topps Chrome Donovan Mitchell #FS-1 Film Study Blue Basketball Refractor,,2025-11-07
227064079733,BASV-001110-lq4r2,Truncated?,$1.59,2024-25 Topps Chrome Donovan Mitchell #FS-1 Film Study Blue Basketball Refractor,,2025-11-07
227082398335,BAS-002038-ma1ic,Truncated?,$1.99,2024 Bowman Wyatt Langford #PP-3 Prospect Power-Up Mojo Refractors Texas Rangers,,2025-11-16
227082652093,BAS-002041-mala2,Truncated?,$18.25,2023 Panini Immaculate Henry Davis #PTS-HD Prospect Triple Mem Signatures  57/99,,2025-11-16
227082742975,FB-002001-manvl,Truncated?,$1.99,2021 Panini Contenders Draft Picks Justin Herbert #9 Campus Legends Oregon Ducks,,2025-11-16
227082743185,FB-002005-manvt,Truncated?,$2.49,2021 Panini Prizm Draft Picks Henry Ruggs III #71 Red White & Blue Crimson Tide,,2025-11-16
227082743658,FB-002011-manw5,Truncated?,$4.99,2023 Panini Illusions Luke Schoonmaker #30 Light Blue Trophy Coll Cowboys #/199,,2025-11-16
227111401346,CDP-407700C,No keywords,$4.99,Giannis Antetokounmpo 2025-26 Topps Basketball Blackout Parallel,,2025-12-01
227111414536,CDP-F22CC5A,Truncated?,$2.25,VJ Edgecomb Generation Now Rookie 2025/26 Topps NBA Basketball Card #GN-3 76ers,,2025-12-01
227111423202,CDP-4D53CCC,Truncated?,$4.99,2025-26 Topps Basketball Black Friday Jayson Tatum Limited Stock Legends #LST-31,,2025-12-01
227120342192,BAS-002110-mzou8,Truncated?,$1.25,2025-26 Topps Jamir Watkins #80BK-86 1980-81 Topps Basketball Washington Wizards,,2025-12-06
227120342199,BAS-002115-mzoud,Truncated?,$1.99,2025-26 Topps Big Apple W: Knicks Teammates Shine #274 Blackout New York Knicks,,2025-12-06
227124437152,BAS-002171-nc7o1,Truncated?,$1.39,2024 Topps Update Austin Martin #T89CU-3 35th Anniversary Chrome Minnesota Twins,,2025-12-09
227124437158,BAS-002172-nc7o3,Truncated?,$1.85,2024 Topps Update Justin Foscue #T89CU-95 35th Anniversary Chrome Texas Rangers,,2025-12-09
227126513347,BAS-002191-necf2,Truncated?,$1.59,2024 Bowman Ceddanne Rafaela #ROY-5 Rookie of the Year Favorites Boston Red Sox,,2025-12-10
227126513523,BAS-002224-necnl,Truncated?,$1.99,"2024 Topps Update Chandler Seagle / Mason McCoy RCOM, RC #US227 San Diego Padres",,2025-12-10
227129088196,BAS-002225-ng978,Truncated?,$2.50,2025 Bowman Roki Sasaki #ROY-10 Rookie of the Year Favorites Los Angeles Dodgers,,2025-12-12
227129088716,BAS-002255-ng98d,Truncated?,$2.11,2024 Stadium Club Anthony Veneziano #SCBA-AV Autographs Kansas City Royals Auto,,2025-12-12
227129088794,BAS-002264-ng98m,Truncated?,$2.99,2022 Panini Prizm Vladimir Guerrero Jr. #IL-7 Illumination Green Prizm Blue Jays,,2025-12-12
227129088832,BAS-002267-ng98p,Truncated?,$1.99,2022 Topps Chrome Corbin Burnes #167 Aqua Wave Refractor Milwaukee Brewers #/199,,2025-12-12
227137512335,BAS-002291-nphpp,Truncated?,$1.99,2025 Topps Holiday Hyeseong Kim #H174 Light Blue & White Glitter Holiday Dodgers,,2025-12-18
227137536042,BB-002104-npihs,Truncated?,$1.99,2025 Topps Carter Bryant #80BK-99 1980-81 Topps Basketball Pink Holo Foil Spurs,,2025-12-18
227137536278,BB-002114-npii8,Truncated?,$1.99,2024-25 Panini Mosaic Zaccharie Risacher #11 Epic Performers Mosaic Green Hawks,,2025-12-18
227137536690,BB-002119-npiif,Truncated?,$2.99,2024-25 Donruss Optic Zaccharie Risacher #4 White Hot Rookies Holo Atlanta Hawks,,2025-12-18
227138453272,SR-002119-npg4i,Truncated?,$1.59,2022-23 Panini Prizm Premier League Armando Broja #119 Prizms Green wave Chelsea,,2025-12-19
227144106297,BAS-002310-o0kjc,Truncated?,$8.95,2025 Bowman Jacob Bresnahan #BCP-53 Chrome Prospects Blue RayWave Refractor /150,,2025-12-23
227144106315,BAS-002320-o0kjm,Truncated?,$14.29,2025 Bowman Nate Nankil #BCP-102 Chrome Prospects Yellow Wave Refractor A's /75,,2025-12-23
227146844247,BAS-002340-o3orp,Truncated?,$3.76,2024 Topps Chrome Update Tyler Soderstrom #USC22 Refractors Oakland Athletics RC,,2025-12-25
227149271411,BA-000054-o6gx2,Truncated?,$1.99,2025 Topps Heritage Michael Darrell-Hicks #655 Chrome Light Blue Sparkle Pirates,,2025-12-27
227156183325,BA-000071-ogxze,Truncated?,$2.99,2025-26 Topps Chrome Brandon Clarke #133 Red White and Blue Refractor Grizzlies,,2026-01-01
227156183393,BA-000079-ogxzn,Truncated?,$2.00,2025-26 Topps Chrome Brooks Barnhizer #295 Red White and Blue Refractor Thunder,,2026-01-01
227163314724,BA-000092-ot9pc,Truncated?,$1.89,2025-26 Topps Chrome Anthony Edwards #IP-5 Inspirational Minnesota Timberwolves,,2026-01-06
227170321260,AA-000010-p43a4,Truncated?,$2.50,2025-26 Topps Chrome Joan Beringer #267 Pulsar Refractor Minnesota Timberwolves,,2026-01-11
227185371957,FA-000021-pwepg,Truncated?,$6.99,2024 Panini Rookies & Stars Drake Maye #RR-DME Rookie Rush New England Patriots,,2026-01-22
227187764435,FA-000033-q0pwu,Truncated?,$1.75,2025 Panini Phoenix Tre Harris #160 Red Winter Prizm Los Angeles Chargers #/399,,2026-01-24
