*Action(SiteID=US|Country=US|Currency=USD|Version=1193),ItemID,Custom label (SKU),Title,Start price,Condition ID,Description,PostalCode,ShippingProfileName,Returns accepted option
Relist,226851230138,FBrelist-080426-0011,ANTHONY RICHARDSON PREMIER LEVEL 2023 Panini Select #117 RC Colts Rookie,3.99,4000,"<div style=""font-family:Arial,sans-serif;color:#1f2937;line-height:1.6;""><h2 style=""margin:0 0 12px;font-size:24px;text-transform:uppercase;"">ANTHONY RICHARDSON PREMIER LEVEL 2023 Panini Select #117 RC Colts Rookie</h2><ol style=""margin:0 0 20px;padding-left:20px;""><li style=""margin-bottom:10px;"">All cards are scanned. If you see any lines, if you want more pictures, just ask!&nbsp;</li><li style=""margin-bottom:10px;"">I send all cards over $20 with tracking, and all mem patches are sent ground advantage to prevent damage.&nbsp;</li><li style=""margin-bottom:10px;"">All cards valued over $100 will have insurance added, which protects you as the buyer.&nbsp;</li></ol><p style=""margin:0;"">My goal is to have you receive the card in tip-top shape. No Returns Accepted. Questions, please ask!!!</p></div>",85250-6312,"Flat: US_eBayStandardEnvelope $.99, 2 busines (315934471021)",ReturnsNotAccepted
Relist,226857646257,FBrelist-080426-0012,2024 Donruss Optic TREY BENSON Rated Rookie #293 Cardinals RC Football,2.99,4000,"<div style=""font-family:Arial,sans-serif;color:#1f2937;line-height:1.6;""><h2 style=""margin:0 0 12px;font-size:24px;text-transform:uppercase;"">2024 Donruss Optic TREY BENSON Rated Rookie #293 Cardinals RC Football</h2><ol style=""margin:0 0 20px;padding-left:20px;""><li style=""margin-bottom:10px;"">All cards are scanned. If you see any lines, if you want more pictures, just ask!&nbsp;</li><li style=""margin-bottom:10px;"">I send all cards over $20 with tracking, and all mem patches are sent ground advantage to prevent damage.&nbsp;</li><li style=""margin-bottom:10px;"">All cards valued over $100 will have insurance added, which protects you as the buyer.&nbsp;</li></ol><p style=""margin:0;"">My goal is to have you receive the card in tip-top shape. No Returns Accepted. Questions, please ask!!!</p></div>",85250-6312,"Flat: US_eBayStandardEnvelope $.99, 2 busines (315934471021)",ReturnsNotAccepted
Relist,226864734022,FBrelist-080426-0013,2023 Panini MOSAIC Football Ja'Marr Chase card #43 Cincinnati Bengals,2.99,4000,"<div style=""font-family:Arial,sans-serif;color:#1f2937;line-height:1.6;""><h2 style=""margin:0 0 12px;font-size:24px;text-transform:uppercase;"">2023 Panini MOSAIC Football Ja'Marr Chase card #43 Cincinnati Bengals</h2><ol style=""margin:0 0 20px;padding-left:20px;""><li style=""margin-bottom:10px;"">All cards are scanned. If you see any lines, if you want more pictures, just ask!&nbsp;</li><li style=""margin-bottom:10px;"">I send all cards over $20 with tracking, and all mem patches are sent ground advantage to prevent damage.&nbsp;</li><li style=""margin-bottom:10px;"">All cards valued over $100 will have insurance added, which protects you as the buyer.&nbsp;</li></ol><p style=""margin:0;"">My goal is to have you receive the card in tip-top shape. No Returns Accepted. Questions, please ask!!!</p></div>",85250-6312,"Flat: US_eBayStandardEnvelope $.99, 2 busines (315934471021)",ReturnsNotAccepted
Relist,226864736154,FBrelist-080426-0014,JALEN HURTS 2023 Panini Absolute #28 Philadelphia Eagles Football,2.99,4000,"<div style=""font-family:Arial,sans-serif;color:#1f2937;line-height:1.6;""><h2 style=""margin:0 0 12px;font-size:24px;text-transform:uppercase;"">JALEN HURTS 2023 Panini Absolute #28 Philadelphia Eagles Football</h2><ol style=""margin:0 0 20px;padding-left:20px;""><li style=""margin-bottom:10px;"">All cards are scanned. If you see any lines, if you want more pictures, just ask!&nbsp;</li><li style=""margin-bottom:10px;"">I send all cards over $20 with tracking, and all mem patches are sent ground advantage to prevent damage.&nbsp;</li><li style=""margin-bottom:10px;"">All cards valued over $100 will have insurance added, which protects you as the buyer.&nbsp;</li></ol><p style=""margin:0;"">My goal is to have you receive the card in tip-top shape. No Returns Accepted. Questions, please ask!!!</p></div>",85250-6312,"Flat: US_eBayStandardEnvelope $.99, 2 busines (315934471021)",ReturnsNotAccepted
Relist,226864741461,FBrelist-080426-0015,2021 Select #31 Deebo Samuel 49ers RC Rookie Football,1.49,4000,"<div style=""font-family:Arial,sans-serif;color:#1f2937;line-height:1.6;""><h2 style=""margin:0 0 12px;font-size:24px;text-transform:uppercase;"">2021 Select #31 Deebo Samuel 49ers RC Rookie Football</h2><ol style=""margin:0 0 20px;padding-left:20px;""><li style=""margin-bottom:10px;"">All cards are scanned. If you see any lines, if you want more pictures, just ask!&nbsp;</li><li style=""margin-bottom:10px;"">I send all cards over $20 with tracking, and all mem patches are sent ground advantage to prevent damage.&nbsp;</li><li style=""margin-bottom:10px;"">All cards valued over $100 will have insurance added, which protects you as the buyer.&nbsp;</li></ol><p style=""margin:0;"">My goal is to have you receive the card in tip-top shape. No Returns Accepted. Questions, please ask!!!</p></div>",85250-6312,"Flat: US_eBayStandardEnvelope $.99, 2 busines (315934471021)",ReturnsNotAccepted
Relist,226864745578,FBrelist-080426-0016,BROCK PURDY 2024 Panini Mosaic #190 49ERS Football,3.49,4000,"<div style=""font-family:Arial,sans-serif;color:#1f2937;line-height:1.6;""><h2 style=""margin:0 0 12px;font-size:24px;text-transform:uppercase;"">BROCK PURDY 2024 Panini Mosaic #190 49ERS Football</h2><ol style=""margin:0 0 20px;padding-left:20px;""><li style=""margin-bottom:10px;"">All cards are scanned. If you see any lines, if you want more pictures, just ask!&nbsp;</li><li style=""margin-bottom:10px;"">I send all cards over $20 with tracking, and all mem patches are sent ground advantage to prevent damage.&nbsp;</li><li style=""margin-bottom:10px;"">All cards valued over $100 will have insurance added, which protects you as the buyer.&nbsp;</li></ol><p style=""margin:0;"">My goal is to have you receive the card in tip-top shape. No Returns Accepted. Questions, please ask!!!</p></div>",85250-6312,"Flat: US_eBayStandardEnvelope $.99, 2 busines (315934471021)",ReturnsNotAccepted
Relist,226864748507,FBrelist-080426-0017,JOE BURROW 2023 Panini Donruss #57 Bengals Football,3.49,4000,"<div style=""font-family:Arial,sans-serif;color:#1f2937;line-height:1.6;""><h2 style=""margin:0 0 12px;font-size:24px;text-transform:uppercase;"">JOE BURROW 2023 Panini Donruss #57 Bengals Football</h2><ol style=""margin:0 0 20px;padding-left:20px;""><li style=""margin-bottom:10px;"">All cards are scanned. If you see any lines, if you want more pictures, just ask!&nbsp;</li><li style=""margin-bottom:10px;"">I send all cards over $20 with tracking, and all mem patches are sent ground advantage to prevent damage.&nbsp;</li><li style=""margin-bottom:10px;"">All cards valued over $100 will have insurance added, which protects you as the buyer.&nbsp;</li></ol><p style=""margin:0;"">My goal is to have you receive the card in tip-top shape. No Returns Accepted. Questions, please ask!!!</p></div>",85250-6312,"Flat: US_eBayStandardEnvelope $.99, 2 busines (315934471021)",ReturnsNotAccepted
Relist,226866210910,FBrelist-080426-0018,2023 Panini MOSAIC - #244 Brian Robinson Jr. Base Washington Commanders Football,1.5,4000,"<div style=""font-family:Arial,sans-serif;color:#1f2937;line-height:1.6;""><h2 style=""margin:0 0 12px;font-size:24px;text-transform:uppercase;"">2023 Panini MOSAIC - #244 Brian Robinson Jr. Base Washington Commanders Football</h2><ol style=""margin:0 0 20px;padding-left:20px;""><li style=""margin-bottom:10px;"">All cards are scanned. If you see any lines, if you want more pictures, just ask!&nbsp;</li><li style=""margin-bottom:10px;"">I send all cards over $20 with tracking, and all mem patches are sent ground advantage to prevent damage.&nbsp;</li><li style=""margin-bottom:10px;"">All cards valued over $100 will have insurance added, which protects you as the buyer.&nbsp;</li></ol><p style=""margin:0;"">My goal is to have you receive the card in tip-top shape. No Returns Accepted. Questions, please ask!!!</p></div>",85250-6312,"Flat: US_eBayStandardEnvelope $.99, 2 busines (315934471021)",ReturnsNotAccepted
Relist,226866220270,FBrelist-080426-0019,MOSIAC JOSH ALLEN 2024 Panini #22 Bills Football,2.99,4000,"<div style=""font-family:Arial,sans-serif;color:#1f2937;line-height:1.6;""><h2 style=""margin:0 0 12px;font-size:24px;text-transform:uppercase;"">MOSIAC JOSH ALLEN 2024 Panini #22 Bills Football</h2><ol style=""margin:0 0 20px;padding-left:20px;""><li style=""margin-bottom:10px;"">All cards are scanned. If you see any lines, if you want more pictures, just ask!&nbsp;</li><li style=""margin-bottom:10px;"">I send all cards over $20 with tracking, and all mem patches are sent ground advantage to prevent damage.&nbsp;</li><li style=""margin-bottom:10px;"">All cards valued over $100 will have insurance added, which protects you as the buyer.&nbsp;</li></ol><p style=""margin:0;"">My goal is to have you receive the card in tip-top shape. No Returns Accepted. Questions, please ask!!!</p></div>",85250-6312,"Flat: US_eBayStandardEnvelope $.99, 2 busines (315934471021)",ReturnsNotAccepted
Relist,226866222715,FBrelist-080426-0020,MOSIAC JORDAN LOVE PACKERS 2023 Panini #83 Football,3.49,4000,"<div style=""font-family:Arial,sans-serif;color:#1f2937;line-height:1.6;""><h2 style=""margin:0 0 12px;font-size:24px;text-transform:uppercase;"">MOSIAC JORDAN LOVE PACKERS 2023 Panini #83 Football</h2><ol style=""margin:0 0 20px;padding-left:20px;""><li style=""margin-bottom:10px;"">All cards are scanned. If you see any lines, if you want more pictures, just ask!&nbsp;</li><li style=""margin-bottom:10px;"">I send all cards over $20 with tracking, and all mem patches are sent ground advantage to prevent damage.&nbsp;</li><li style=""margin-bottom:10px;"">All cards valued over $100 will have insurance added, which protects you as the buyer.&nbsp;</li></ol><p style=""margin:0;"">My goal is to have you receive the card in tip-top shape. No Returns Accepted. Questions, please ask!!!</p></div>",85250-6312,"Flat: US_eBayStandardEnvelope $.99, 2 busines (315934471021)",ReturnsNotAccepted
Relist,226869586395,FBrelist-080426-0021,2022 Panini Select Draft PICKS - Concourse #5 Chris Olave RC Buckeyes - Saints,1.99,4000,"<div style=""font-family:Arial,sans-serif;color:#1f2937;line-height:1.6;""><h2 style=""margin:0 0 12px;font-size:24px;text-transform:uppercase;"">2022 Panini Select Draft PICKS - Concourse #5 Chris Olave RC Buckeyes - Saints</h2><ol style=""margin:0 0 20px;padding-left:20px;""><li style=""margin-bottom:10px;"">All cards are scanned. If you see any lines, if you want more pictures, just ask!&nbsp;</li><li style=""margin-bottom:10px;"">I send all cards over $20 with tracking, and all mem patches are sent ground advantage to prevent damage.&nbsp;</li><li style=""margin-bottom:10px;"">All cards valued over $100 will have insurance added, which protects you as the buyer.&nbsp;</li></ol><p style=""margin:0;"">My goal is to have you receive the card in tip-top shape. No Returns Accepted. Questions, please ask!!!</p></div>",85250-6312,"Flat: US_eBayStandardEnvelope $.99, 2 busines (315934471021)",ReturnsNotAccepted
Relist,226873311732,FBrelist-080426-0022,2024 Panini Donruss - RETRO 1994 Brock Bowers #29 RC Raiders Rookie Football,2.99,4000,"<div style=""font-family:Arial,sans-serif;color:#1f2937;line-height:1.6;""><h2 style=""margin:0 0 12px;font-size:24px;text-transform:uppercase;"">2024 Panini Donruss - RETRO 1994 Brock Bowers #29 RC Raiders Rookie Football</h2><ol style=""margin:0 0 20px;padding-left:20px;""><li style=""margin-bottom:10px;"">All cards are scanned. If you see any lines, if you want more pictures, just ask!&nbsp;</li><li style=""margin-bottom:10px;"">I send all cards over $20 with tracking, and all mem patches are sent ground advantage to prevent damage.&nbsp;</li><li style=""margin-bottom:10px;"">All cards valued over $100 will have insurance added, which protects you as the buyer.&nbsp;</li></ol><p style=""margin:0;"">My goal is to have you receive the card in tip-top shape. No Returns Accepted. Questions, please ask!!!</p></div>",85250-6312,"Flat: US_eBayStandardEnvelope $.99, 2 busines (315934471021)",ReturnsNotAccepted
Relist,226873380283,FBrelist-080426-0023,2024 Topps Finest KEON COLEMAN Rookie Card Buffalo Bills #92 RC Football,2.99,4000,"<div style=""font-family:Arial,sans-serif;color:#1f2937;line-height:1.6;""><h2 style=""margin:0 0 12px;font-size:24px;text-transform:uppercase;"">2024 Topps Finest KEON COLEMAN Rookie Card Buffalo Bills #92 RC Football</h2><ol style=""margin:0 0 20px;padding-left:20px;""><li style=""margin-bottom:10px;"">All cards are scanned. If you see any lines, if you want more pictures, just ask!&nbsp;</li><li style=""margin-bottom:10px;"">I send all cards over $20 with tracking, and all mem patches are sent ground advantage to prevent damage.&nbsp;</li><li style=""margin-bottom:10px;"">All cards valued over $100 will have insurance added, which protects you as the buyer.&nbsp;</li></ol><p style=""margin:0;"">My goal is to have you receive the card in tip-top shape. No Returns Accepted. Questions, please ask!!!</p></div>",85250-6312,"Flat: US_eBayStandardEnvelope $.99, 2 busines (315934471021)",ReturnsNotAccepted
Relist,226875618285,FBrelist-080426-0024,2024 Donruss Optic Rated Rookie DALLAS TURNER NEGATIVE Auto /325 #224 Vikings RC,31.09,4000,"<div style=""font-family:Arial,sans-serif;color:#1f2937;line-height:1.6;""><h2 style=""margin:0 0 12px;font-size:24px;text-transform:uppercase;"">2024 Donruss Optic Rated Rookie DALLAS TURNER NEGATIVE Auto /325 #224 Vikings RC</h2><ol style=""margin:0 0 20px;padding-left:20px;""><li style=""margin-bottom:10px;"">All cards are scanned. If you see any lines, if you want more pictures, just ask!&nbsp;</li><li style=""margin-bottom:10px;"">I send all cards over $20 with tracking, and all mem patches are sent ground advantage to prevent damage.&nbsp;</li><li style=""margin-bottom:10px;"">All cards valued over $100 will have insurance added, which protects you as the buyer.&nbsp;</li></ol><p style=""margin:0;"">My goal is to have you receive the card in tip-top shape. No Returns Accepted. Questions, please ask!!!</p></div>",85250-6312,$15 to $50 Ground,ReturnsNotAccepted
Relist,226875861820,FBrelist-080426-0025,CONCOURSE TREVOR LAWRENCE 2024 Panini Select Silver #98 Silver Prizm Jaguars,3.99,4000,"<div style=""font-family:Arial,sans-serif;color:#1f2937;line-height:1.6;""><h2 style=""margin:0 0 12px;font-size:24px;text-transform:uppercase;"">CONCOURSE TREVOR LAWRENCE 2024 Panini Select Silver #98 Silver Prizm Jaguars</h2><ol style=""margin:0 0 20px;padding-left:20px;""><li style=""margin-bottom:10px;"">All cards are scanned. If you see any lines, if you want more pictures, just ask!&nbsp;</li><li style=""margin-bottom:10px;"">I send all cards over $20 with tracking, and all mem patches are sent ground advantage to prevent damage.&nbsp;</li><li style=""margin-bottom:10px;"">All cards valued over $100 will have insurance added, which protects you as the buyer.&nbsp;</li></ol><p style=""margin:0;"">My goal is to have you receive the card in tip-top shape. No Returns Accepted. Questions, please ask!!!</p></div>",85250-6312,"Flat: US_eBayStandardEnvelope $.99, 2 busines (315934471021)",ReturnsNotAccepted
Relist,226877124573,FBrelist-080426-0026,2023 Panini Select Draft PICKS - Concourse Josh Allen #27 Blue Bills Football,1.49,4000,"<div style=""font-family:Arial,sans-serif;color:#1f2937;line-height:1.6;""><h2 style=""margin:0 0 12px;font-size:24px;text-transform:uppercase;"">2023 Panini Select Draft PICKS - Concourse Josh Allen #27 Blue Bills Football</h2><ol style=""margin:0 0 20px;padding-left:20px;""><li style=""margin-bottom:10px;"">All cards are scanned. If you see any lines, if you want more pictures, just ask!&nbsp;</li><li style=""margin-bottom:10px;"">I send all cards over $20 with tracking, and all mem patches are sent ground advantage to prevent damage.&nbsp;</li><li style=""margin-bottom:10px;"">All cards valued over $100 will have insurance added, which protects you as the buyer.&nbsp;</li></ol><p style=""margin:0;"">My goal is to have you receive the card in tip-top shape. No Returns Accepted. Questions, please ask!!!</p></div>",85250-6312,"Flat: US_eBayStandardEnvelope $.99, 2 busines (315934471021)",ReturnsNotAccepted
Relist,226877126788,FBrelist-080426-0027,2023 Panini MOSAIC - National Pride Lamar Jackson #260 Ravens Football,2.99,4000,"<div style=""font-family:Arial,sans-serif;color:#1f2937;line-height:1.6;""><h2 style=""margin:0 0 12px;font-size:24px;text-transform:uppercase;"">2023 Panini MOSAIC - National Pride Lamar Jackson #260 Ravens Football</h2><ol style=""margin:0 0 20px;padding-left:20px;""><li style=""margin-bottom:10px;"">All cards are scanned. If you see any lines, if you want more pictures, just ask!&nbsp;</li><li style=""margin-bottom:10px;"">I send all cards over $20 with tracking, and all mem patches are sent ground advantage to prevent damage.&nbsp;</li><li style=""margin-bottom:10px;"">All cards valued over $100 will have insurance added, which protects you as the buyer.&nbsp;</li></ol><p style=""margin:0;"">My goal is to have you receive the card in tip-top shape. No Returns Accepted. Questions, please ask!!!</p></div>",85250-6312,"Flat: US_eBayStandardEnvelope $.99, 2 busines (315934471021)",ReturnsNotAccepted
Relist,226877129454,FBrelist-080426-0028,JOE ALT 2024 Panini Absolute Rookies #105 Red white Blue RC Chargers Football,2.99,4000,"<div style=""font-family:Arial,sans-serif;color:#1f2937;line-height:1.6;""><h2 style=""margin:0 0 12px;font-size:24px;text-transform:uppercase;"">JOE ALT 2024 Panini Absolute Rookies #105 Red white Blue RC Chargers Football</h2><ol style=""margin:0 0 20px;padding-left:20px;""><li style=""margin-bottom:10px;"">All cards are scanned. If you see any lines, if you want more pictures, just ask!&nbsp;</li><li style=""margin-bottom:10px;"">I send all cards over $20 with tracking, and all mem patches are sent ground advantage to prevent damage.&nbsp;</li><li style=""margin-bottom:10px;"">All cards valued over $100 will have insurance added, which protects you as the buyer.&nbsp;</li></ol><p style=""margin:0;"">My goal is to have you receive the card in tip-top shape. No Returns Accepted. Questions, please ask!!!</p></div>",85250-6312,"Flat: US_eBayStandardEnvelope $.99, 2 busines (315934471021)",ReturnsNotAccepted
