*Action(SiteID=US|Country=US|Currency=USD|Version=1193),Item number,Custom label (SKU),Start price,ShippingProfileName
Revise,227462337327,FBrelist-080426-0073,2.49,"Calculated: US_eBayStandardEnvelope free, 2 bu (315021080021)"
Revise,227462337324,FBrelist-080426-0082,2.49,"Calculated: US_eBayStandardEnvelope free, 2 bu (315021080021)"
Revise,227462337357,FBrelist-080426-0083,2.49,"Calculated: US_eBayStandardEnvelope free, 2 bu (315021080021)"
Revise,227462337325,FBrelist-080426-0084,2.49,"Calculated: US_eBayStandardEnvelope free, 2 bu (315021080021)"
Revise,227462337353,FBrelist-080426-0091,2.49,"Calculated: US_eBayStandardEnvelope free, 2 bu (315021080021)"
Revise,227462337415,FBrelist-080426-0092,5.49,"Calculated: US_eBayStandardEnvelope free, 2 bu (315021080021)"
Revise,227462337426,FBrelist-080426-0096,5.49,"Calculated: US_eBayStandardEnvelope free, 2 bu (315021080021)"
Revise,227462337454,FBrelist-080426-0097,4.49,"Calculated: US_eBayStandardEnvelope free, 2 bu (315021080021)"
Revise,227462337442,FBrelist-080426-0098,2.49,"Calculated: US_eBayStandardEnvelope free, 2 bu (315021080021)"
Revise,227462337398,FBrelist-080426-0099,4.49,"Calculated: US_eBayStandardEnvelope free, 2 bu (315021080021)"
Revise,227462337448,FBrelist-080426-0101,2.49,"Calculated: US_eBayStandardEnvelope free, 2 bu (315021080021)"
Revise,227462337417,FBrelist-080426-0102,2.49,"Calculated: US_eBayStandardEnvelope free, 2 bu (315021080021)"
Revise,227462337457,FBrelist-080426-0105,6.49,"Calculated: US_eBayStandardEnvelope free, 2 bu (315021080021)"
Revise,227462337435,FBrelist-080426-0106,4.99,"Calculated: US_eBayStandardEnvelope free, 2 bu (315021080021)"
Revise,227462337439,FBrelist-080426-0107,4.49,"Calculated: US_eBayStandardEnvelope free, 2 bu (315021080021)"
Revise,227462337464,FBrelist-080426-0112,2.49,"Calculated: US_eBayStandardEnvelope free, 2 bu (315021080021)"
Revise,227462337497,FBrelist-080426-0114,3.59,"Calculated: US_eBayStandardEnvelope free, 2 bu (315021080021)"
Revise,227462337486,FBrelist-080426-0118,2.79,"Calculated: US_eBayStandardEnvelope free, 2 bu (315021080021)"
Revise,227462337485,FBrelist-080426-0119,4.49,"Calculated: US_eBayStandardEnvelope free, 2 bu (315021080021)"
Revise,227462337493,FBrelist-080426-0121,2.49,"Calculated: US_eBayStandardEnvelope free, 2 bu (315021080021)"
Revise,227462337519,FBrelist-080426-0122,2.49,"Calculated: US_eBayStandardEnvelope free, 2 bu (315021080021)"
Revise,227462337520,FBrelist-080426-0123,2.49,"Calculated: US_eBayStandardEnvelope free, 2 bu (315021080021)"
Revise,227462337528,FBrelist-080426-0126,2.49,"Calculated: US_eBayStandardEnvelope free, 2 bu (315021080021)"
Revise,227462337509,FBrelist-080426-0128,2.49,"Calculated: US_eBayStandardEnvelope free, 2 bu (315021080021)"
Revise,227462337515,FBrelist-080426-0130,2.49,"Calculated: US_eBayStandardEnvelope free, 2 bu (315021080021)"
Revise,227462337543,FBrelist-080426-0131,2.49,"Calculated: US_eBayStandardEnvelope free, 2 bu (315021080021)"
Revise,227462337522,FBrelist-080426-0132,2.49,"Calculated: US_eBayStandardEnvelope free, 2 bu (315021080021)"
Revise,227462337533,FBrelist-080426-0134,2.49,"Calculated: US_eBayStandardEnvelope free, 2 bu (315021080021)"
Revise,227462337589,FBrelist-080426-0146,2.49,"Calculated: US_eBayStandardEnvelope free, 2 bu (315021080021)"
Revise,227462337596,FBrelist-080426-0148,2.49,"Calculated: US_eBayStandardEnvelope free, 2 bu (315021080021)"
Revise,227462337682,FBrelist-080426-0195,2.49,"Calculated: US_eBayStandardEnvelope free, 2 bu (315021080021)"
Revise,227462337689,FBrelist-080426-0196,2.49,"Calculated: US_eBayStandardEnvelope free, 2 bu (315021080021)"
Revise,227462337709,FBrelist-080426-0200,2.49,"Calculated: US_eBayStandardEnvelope free, 2 bu (315021080021)"
Revise,227462337700,FBrelist-080426-0202,5.49,"Calculated: US_eBayStandardEnvelope free, 2 bu (315021080021)"
Revise,227462337734,FBrelist-080426-0209,4.99,"Calculated: US_eBayStandardEnvelope free, 2 bu (315021080021)"
Revise,227462337741,FBrelist-080426-0210,6.99,"Calculated: US_eBayStandardEnvelope free, 2 bu (315021080021)"
Revise,227462337770,FBrelist-080426-0224,2.49,"Calculated: US_eBayStandardEnvelope free, 2 bu (315021080021)"
Revise,227462337769,FBrelist-080426-0231,12.89,"Calculated: US_eBayStandardEnvelope free, 2 bu (315021080021)"
Revise,227462337792,FBrelist-080426-0241,2.49,"Calculated: US_eBayStandardEnvelope free, 2 bu (315021080021)"
Revise,227462337819,FBrelist-080426-0244,7.99,"Calculated: US_eBayStandardEnvelope free, 2 bu (315021080021)"
Revise,227462337807,FBrelist-080426-0250,2.49,"Calculated: US_eBayStandardEnvelope free, 2 bu (315021080021)"
