Item number,SKU,Title,Current price,TCP price,Change $,Change %,Direction,Confidence,Reason held,Matched to
227395201564,Whatnot_06_-_06-18-26-00033-775006,2026 Bowman Mega Box JONAH TONG #65 Chrome Mojo Refractor RC Mets Rookie,3.99,1.99,-2.00,-50.1%,DOWN,83%,Conf 83%<85% | Chg -50.1%>20%,
227395201763,Whatnot_06_-_06-18-26-00017-798979,2026 Bowman JONNY FARMELO #BTP-48 Scouts Top 100 Chrome Mariners,3.49,1.99,-1.50,-43.0%,DOWN,83%,Conf 83%<85% | Chg -43.0%>20%,
227395201798,Whatnot_06_-_06-18-26-00026-709353,2026 Bowman HECTOR RAMOS #BCP-128 Chrome 1st Prospect Red Sox,2.99,1.99,-1.00,-33.4%,DOWN,80%,Conf 80%<85% | Chg -33.4%>20%,
227395201861,Whatnot_06_-_06-18-26-00032-931352,2026 Bowman MAX CLARK #BCP-2 Chrome Prospects Lazer Refractor Tigers,1.99,2.39,+0.40,+20.1%,UP,83%,Conf 83%<85% | Chg +20.1%>20%,
227395201871,Whatnot_06_-_06-18-26-00019-861066,2026 Bowman AIVA ARQUETTE #ES-21 Electric Sluggers Chrome Marlins,2.49,1.99,-0.50,-20.1%,DOWN,69%,Conf 69%<85% | Chg -20.1%>20%,
227395201976,Whatnot_06_-_06-18-26-00024-198637,2026 Bowman AIVA ARQUETTE #BTP-18 Scouts Top 100 Chrome Marlins,2.99,1.99,-1.00,-33.4%,DOWN,68%,Conf 68%<85% | Chg -33.4%>20%,
227395201986,Whatnot_06_-_06-18-26-00028-774331,2026 Bowman GAGE STANIFER #BCP-37 Chrome 1st Prospect Blue Jays,2.49,1.99,-0.50,-20.1%,DOWN,65%,Conf 65%<85% | Chg -20.1%>20%,
227395202084,Whatnot_06_-_06-18-26-00037-695917,2026 Bowman Mega Box FRANCISCO LINDOR #ES-1 Electric Sluggers Chrome Mojo,3.39,1.99,-1.40,-41.3%,DOWN,69%,Conf 69%<85% | Chg -41.3%>20%,
227395202126,Whatnot_06_-_06-18-26-00014-161086,2026 Bowman XAVIER NEYENS #BTP-50 Scouts Top 100 Chrome Astros,2.49,1.99,-0.50,-20.1%,DOWN,87%,Chg -20.1%>20%,
227395202175,Whatnot_06_-_06-18-26-00004-580214,2025 TOPPS CHROME MLS KELVIN YEBOAH AUTO GREEN WAVE REFRACTOR /99 UNITED,17.49,13.89,-3.60,-20.6%,DOWN,76%,Conf 76%<85% | Chg -20.6%>20%,
227395202212,Whatnot_06_-_06-18-26-00025-813115,2026 Bowman KYSON WITHERSPOON #BTP-63 Scouts Top 100 Chrome Red Sox,3.49,1.99,-1.50,-43.0%,DOWN,74%,Conf 74%<85% | Chg -43.0%>20%,
227401632121,Whatnot_07_multi_-_06-23-26-00011-660004,2026 Bowman ALIMBER SANTA #BCP-30 Chrome 1st Prospect Astros,3.49,1.99,-1.50,-43.0%,DOWN,66%,Conf 66%<85% | Chg -43.0%>20%,
227401632183,Whatnot_07_multi_-_06-23-26-00012-934532,2026 Bowman TYLER BREMNER #BTP-66 Scouts Top 100 Chrome Angels,3.49,1.99,-1.50,-43.0%,DOWN,82%,Conf 82%<85% | Chg -43.0%>20%,
227401632208,Whatnot_07_multi_-_06-23-26-00015-430601,2026 PANINI PRIZM MONOPOLY WORLD CUP FEDERICO VALVERDE RED URUGUAY,2.79,2.49,-0.30,-10.8%,DOWN,69%,Conf 69%<85%,
227401632284,Whatnot_07_multi_-_06-23-26-00013-744619,2026 Bowman JACKSON CHOURIO #BST-1 Sterling Chrome Brewers,2.49,1.99,-0.50,-20.1%,DOWN,87%,Chg -20.1%>20%,
227401632446,Whatnot_07_multi_-_06-23-26-00003-116872,2026 Bowman COLT EMERSON #BTP-12 Scouts Top 100 Chrome Mariners,3.49,1.99,-1.50,-43.0%,DOWN,73%,Conf 73%<85% | Chg -43.0%>20%,
227401632525,Whatnot_07_multi_-_06-23-26-00018-773952,2026 Topps Series 1 BRYCE MILLER #331 Yellow Rainbow Foil /399 Mariners,5.59,4.19,-1.40,-25.0%,DOWN,80%,Conf 80%<85% | Chg -25.0%>20%,
227401632661,Whatnot_07_multi_-_06-23-26-00008-382105,2026 Bowman KADE ANDERSON #BTP-21 Scouts Top 100 Chrome Mariners,2.49,1.99,-0.50,-20.1%,DOWN,90%,Chg -20.1%>20%,
227401632665,Whatnot_07_multi_-_06-23-26-00023-750722,2026 Bowman EDGAR MONTERO #BCP-139 Chrome 1st Prospect Athletics,3.49,1.99,-1.50,-43.0%,DOWN,65%,Conf 65%<85% | Chg -43.0%>20%,
227401632753,Whatnot_07_multi_-_06-23-26-00025-641120,2026 Bowman Mega Box FREDDIE FREEMAN #BST-2 Sterling Chrome Mojo Refractor,3.49,1.99,-1.50,-43.0%,DOWN,69%,Conf 69%<85% | Chg -43.0%>20%,
227401632826,Whatnot_07_multi_-_06-23-26-00019-634108,2025 Bowman Draft JOSH HAMMOND #BIA-9 In Action Royals,3.49,1.99,-1.50,-43.0%,DOWN,84%,Conf 84%<85% | Chg -43.0%>20%,
227401632879,Whatnot_07_multi_-_06-23-26-00009-981525,2026 Bowman NELLY TAYLOR #BCP-65 Chrome 1st Prospect Red Sox,3.49,1.99,-1.50,-43.0%,DOWN,64%,Conf 64%<85% | Chg -43.0%>20%,
227401632997,Whatnot_07_multi_-_06-23-26-00024-657749,2026 Bowman GAGE JUMP #BTP-89 Scouts Top 100 Chrome Athletics,2.49,1.99,-0.50,-20.1%,DOWN,87%,Chg -20.1%>20%,
227401633040,Whatnot_07_multi_-_06-23-26-00007-837833,2021 Panini Contenders Draft PICKS JOSHUAH BLEDSOE #255 Auto Tigers,3.99,2.69,-1.30,-32.6%,DOWN,78%,Conf 78%<85% | Chg -32.6%>20%,
227401633087,Whatnot_07_multi_-_06-23-26-00020-885761,2026 Bowman KENDRY CHOURIO #BCP-7 Chrome 1st Prospect Royals,2.49,1.99,-0.50,-20.1%,DOWN,69%,Conf 69%<85% | Chg -20.1%>20%,
227401633125,Whatnot_07_multi_-_06-23-26-00021-964914,2026 Bowman T.J. RUMFIELD #BCP-134 Chrome 1st Prospect Yankees,3.49,1.99,-1.50,-43.0%,DOWN,87%,Chg -43.0%>20%,
227401633256,Whatnot_07_multi_-_06-23-26-00022-421480,2026 Bowman JUAN SANCHEZ #BCP-25 Chrome 1st Prospect Blue Jays,3.49,1.99,-1.50,-43.0%,DOWN,69%,Conf 69%<85% | Chg -43.0%>20%,
227406370909,Clint_multi_-06-27-26-00001-861149,2025-26 Topps SIGNATURE Class DYLAN HARPER #AF-2 After Image RC Spurs Rookie,5.59,3.69,-1.90,-34.0%,DOWN,88%,Chg -34.0%>20%,
227406407880,FB_Drake_Maye_-06-27-26-00008-777299,2025 Panini Score DRAKE MAYE #3 Throwbacks Patriots Football,2.99,1.99,-1.00,-33.4%,DOWN,69%,Conf 69%<85% | Chg -33.4%>20%,
227406407968,FB_Drake_Maye_-06-27-26-00002-336757,2024 Panini ROOKIES & Stars DRAKE MAYE #RR-DME Rookie Rush RC Patriots Football,3.99,3.69,-0.30,-7.5%,DOWN,80%,Conf 80%<85%,
227406407974,FB_Drake_Maye_-06-27-26-00001-845762,2025 Panini MOSAIC DRAKE MAYE #258 International Games Patriots Football,2.99,1.99,-1.00,-33.4%,DOWN,69%,Conf 69%<85% | Chg -33.4%>20%,
227406408180,FB_Drake_Maye_-06-27-26-00014-036253,2024 Panini Absolute DRAKE MAYE #RO-DME Rock Out RC Patriots Rookie Football,3.99,2.89,-1.10,-27.6%,DOWN,70%,Conf 70%<85% | Chg -27.6%>20%,
227406408187,FB_Drake_Maye_-06-27-26-00006-122078,2025 Panini REVOLUTION DRAKE MAYE #6 Futures Patriots Football,2.49,1.99,-0.50,-20.1%,DOWN,85%,Chg -20.1%>20%,
227407756894,Whatnot_08_multi_06-28-26-00002-941619,2025 Panini PHOENIX TETAIROA MCMILLAN #5 Contours RC Panthers Rookie Football,5.99,2.19,-3.80,-63.4%,DOWN,87%,Chg -63.4%>20%,
227409245440,BBA-000100-00012-14198,2025 Topps Chrome STEPHEN CURRY #SF-1 Sleek Finishers Blue Ref /150 Basketball,70.89,195.39,+124.50,+175.6%,UP,87%,Chg +175.6%>20%,
227413855292,RBBB5-0001-00142-25202,2025 Bowman Chrome CRIS RODRIGUEZ #BCP-250 1st Prospect Tigers,2.99,2.49,-0.50,-16.7%,DOWN,65%,Conf 65%<85%,
227415206166,BC-000097-rrqk0,PETE CROW-ARMSTRONG SEIYA SUZUKI 2026 Topps BFFS #126 Cubs Baseball MLB,1.99,2.49,+0.50,+25.1%,UP,67%,Conf 67%<85% | Chg +25.1%>20%,
227415759013,FB-070326-00005-03642,2024 Panini Totally Certified Drake Maye #16 Franchise Foundations Mirror,6.39,4.79,-1.60,-25.0%,DOWN,89%,Chg -25.0%>20%,
227415759037,FB-070326-00002-59833,2025 Panini Prizm CAM SKATTEBO #363 Green Wave,9.99,7.79,-2.20,-22.0%,DOWN,90%,Chg -22.0%>20%,
227415759118,FB-070326-00001-18494,2002 Upper Deck Honor Roll TOM BRADY #34 Patriots,6.99,6.59,-0.40,-5.7%,DOWN,76%,Conf 76%<85%,
227421439250,Multi-07-07-26-00001-87419,2025-26 Bowman COOPER FLAGG #1 RC Mavericks,4.50,1.99,-2.51,-55.8%,DOWN,65%,Conf 65%<85% | Chg -55.8%>20%,
227421439434,Multi-07-07-26-00011-52394,2025 Topps Chrome JAHMYR GIBBS #FS-10 Future Stars Refractor SP Lions,2.99,2.39,-0.60,-20.1%,DOWN,88%,Chg -20.1%>20%,
227421439614,Multi-07-07-26-00012-78127,2025 Topps Chrome TYLER WARREN #346 Rookie Refractor RC Colts,2.49,1.99,-0.50,-20.1%,DOWN,68%,Conf 68%<85% | Chg -20.1%>20%,
227421439765,Multi-07-07-26-00005-77979,2025 BOWMAN COOPER FLAGG #GL-1 REFRACTOR RC,23.99,10.99,-13.00,-54.2%,DOWN,69%,Conf 69%<85% | Chg -54.2%>20%,
227422915733,WBNA-070826-00019-87085,2025 Topps Chrome McDonald's All-American KEL'EL WARE #96,1.00,1.99,+0.99,+99.0%,UP,86%,Chg +99.0%>20%,
227422915758,WBNA-070826-00017-46104,2025 Topps Chrome McDonald's All-American JALEN HARALSON #4 RayWave Refractor,2.49,1.99,-0.50,-20.1%,DOWN,89%,Chg -20.1%>20%,
227422915806,WBNA-070826-00008-25492,2025 Topps Chrome McDonald's All-American CHRIS CENAC JR. #49,4.99,1.99,-3.00,-60.1%,DOWN,67%,Conf 67%<85% | Chg -60.1%>20%,
227422915818,WBNA-070826-00007-69189,2025 Topps Chrome McDonald's All-American AL HARRINGTON #79,2.99,1.99,-1.00,-33.4%,DOWN,85%,Chg -33.4%>20%,
227422915873,WBNA-070826-00009-75711,2025 Topps Chrome McDonald's All-American JALEN HARALSON #4,2.49,1.99,-0.50,-20.1%,DOWN,85%,Chg -20.1%>20%,
227422915925,WBNA-070826-00012-62593,2025 Topps Chrome McDonald's All-American AYLA MCDOWELL #70,1.00,1.99,+0.99,+99.0%,UP,85%,Chg +99.0%>20%,
227422916060,WBNA-070826-00011-01175,2025 Topps Chrome McDonald's All-American HAILEE SWAIN #57 RayWave Refractor,2.49,1.99,-0.50,-20.1%,DOWN,89%,Chg -20.1%>20%,
227422916144,WBNA-070826-00010-86555,2025 Topps Chrome McDonald's All-American ALIYAHNA MORRIS #69,1.50,1.99,+0.49,+32.7%,UP,67%,Conf 67%<85% | Chg +32.7%>20%,
227422916149,WBNA-070826-00018-78061,2025 Topps Chrome McDonald's All-American ALIYAHNA MORRIS #69 RayWave Refractor,2.49,1.99,-0.50,-20.1%,DOWN,89%,Chg -20.1%>20%,
227422916185,WBNA-070826-00014-95772,2025 Topps Chrome McDonald's All-American TYRESE MAXEY #80 RayWave Refractor,1.50,1.99,+0.49,+32.7%,UP,81%,Conf 81%<85% | Chg +32.7%>20%,
227422916189,WBNA-070826-00005-92253,2025 Topps Chrome McDonald's All-American QUENTIN GRIMES #90,1.49,1.99,+0.50,+33.6%,UP,88%,Chg +33.6%>20%,
227422916233,WBNA-070826-00016-23044,2025 TOPPS MCDONALD'S ALL-AMERICAN MIA PAULDO #HR-25 BLUE RAYWAVE REFRACTOR,2.99,2.19,-0.80,-26.8%,DOWN,84%,Conf 84%<85% | Chg -26.8%>20%,
227422916300,WBNA-070826-00020-16160,2025 Topps Chrome McDonald's All-American JALIYA DAVIS #59,1.50,1.99,+0.49,+32.7%,UP,85%,Chg +32.7%>20%,
227422916944,WBNA-070826-00001-89215,2025 Panini Donruss WNBA SARAH ASHLEE BARKER #100 Rated Rookie RC Sparks,1.50,1.99,+0.49,+32.7%,UP,65%,Conf 65%<85% | Chg +32.7%>20%,
227422987285,MISC-070826-00001-96668,1996-97 Fleer MICHAEL JORDAN #282 Bulls,7.50,5.69,-1.81,-24.1%,DOWN,68%,Conf 68%<85% | Chg -24.1%>20%,
227424673680,RBBB5-0001-00115-29834,2025 Bowman's Best NICK KURTZ #42 RC Athletics Rookie,2.99,2.19,-0.80,-26.8%,DOWN,81%,Conf 81%<85% | Chg -26.8%>20%,
227427289920,BB-071126-00013-96877,2025 Bowman Draft CHARLES DAVALAN #BDC-96 Refractor 1st Prospect Dodgers,3.19,3.99,+0.80,+25.1%,UP,100%,Chg +25.1%>20%,
227427289952,BB-071126-00043-77958,2025 Bowman Draft JACOB REIMER #BDC-188 Mets,1.00,1.99,+0.99,+99.0%,UP,62%,Conf 62%<85% | Chg +99.0%>20%,
227427289977,BB-071126-00049-62577,2026 Bowman WEI-EN LIN #BCP-125 1st Prospect Athletics,2.49,1.99,-0.50,-20.1%,DOWN,84%,Conf 84%<85% | Chg -20.1%>20%,
227427290000,BB-071126-00037-38064,2026 Bowman CARLOS VIRAHONDA #BCP-28 1st Prospect Diamondbacks,1.50,1.99,+0.49,+32.7%,UP,62%,Conf 62%<85% | Chg +32.7%>20%,
227427290023,BB-071126-00046-63874,2026 Bowman BLAKE MITCHELL #BCP-13 Royals,1.59,1.99,+0.40,+25.2%,UP,67%,Conf 67%<85% | Chg +25.2%>20%,
227427290046,BB-071126-00031-90269,2026 Bowman EDGAR MONTERO #BCP-139 1st Prospect Athletics,1.00,1.99,+0.99,+99.0%,UP,63%,Conf 63%<85% | Chg +99.0%>20%,
227427290052,BB-071126-00026-07979,2026 Bowman JASE MITCHELL #BCP-12 1st Prospect Astros,1.59,1.99,+0.40,+25.2%,UP,67%,Conf 67%<85% | Chg +25.2%>20%,
227427290056,BB-071126-00047-94560,2026 Bowman KENLY HUNTER #BCP-130 1st Prospect Cardinals,1.50,1.99,+0.49,+32.7%,UP,65%,Conf 65%<85% | Chg +32.7%>20%,
227427290100,BB-071126-00012-77966,2025 Bowman Draft BRADY EBEL #BDC-194 Refractor 1st Prospect Brewers,3.49,3.89,+0.40,+11.5%,UP,80%,Conf 80%<85%,
227427290116,BB-071126-00027-63465,2026 Bowman ALIMBER SANTA #BCP-30 1st Prospect Astros,1.00,1.99,+0.99,+99.0%,UP,64%,Conf 64%<85% | Chg +99.0%>20%,
227427290126,BB-071126-00002-47431,2026 TOPPS COLLECTOR'S KIT EXCLUSIVE RONALD ACUNA JR. RAINBOW FOIL,2.49,1.99,-0.50,-20.1%,DOWN,88%,Chg -20.1%>20%,
227427290138,BB-071126-00041-55774,2025 Bowman Draft CHING-HSIEN KO #BDC-165 Refractor Dodgers,1.50,1.99,+0.49,+32.7%,UP,67%,Conf 67%<85% | Chg +32.7%>20%,
227427290153,BB-071126-00007-90388,2025 Topps Stadium Club GUNNAR HENDERSON #96 Orioles,1.00,1.99,+0.99,+99.0%,UP,62%,Conf 62%<85% | Chg +99.0%>20%,
227427290160,BB-071126-00024-25503,2026 Bowman LUIS PENA #BTP-14 Brewers,2.49,1.99,-0.50,-20.1%,DOWN,62%,Conf 62%<85% | Chg -20.1%>20%,
227427290161,BB-071126-00039-14293,2026 Bowman BRAILYN ANTUNEZ #BCP-41 1st Prospect Brewers,2.00,1.99,-0.01,-0.5%,DOWN,75%,Conf 75%<85%,
227427290185,BB-071126-00028-38201,2026 Bowman SHOTARO MORII #BCP-48 Athletics,2.49,1.99,-0.50,-20.1%,DOWN,68%,Conf 68%<85% | Chg -20.1%>20%,
227427290190,BB-071126-00005-41724,2025 Bowman Draft GEORGE LOMBARD JR. #BDC-43 Mojo Refractor Yankees,2.29,2.89,+0.60,+26.2%,UP,69%,Conf 69%<85% | Chg +26.2%>20%,
227427290197,BB-071126-00036-28955,2026 Bowman YOJANCEL CABRERA #BCP-3 1st Prospect Angels,1.00,1.99,+0.99,+99.0%,UP,60%,Conf 60%<85% | Chg +99.0%>20%,
227427290306,BB-071126-00033-60827,2026 Bowman KENDRY CHOURIO #BCP-7 1st Prospect Royals,2.49,1.99,-0.50,-20.1%,DOWN,65%,Conf 65%<85% | Chg -20.1%>20%,
227427290320,BB-071126-00025-81538,2026 Bowman EDWARD FLORENTINO #UR-9 Pirates,2.49,1.99,-0.50,-20.1%,DOWN,60%,Conf 60%<85% | Chg -20.1%>20%,
227427290342,BB-071126-00016-68350,2026 Bowman BREYSON GUEDEZ #BCP-32 1st Prospect Athletics,1.50,1.99,+0.49,+32.7%,UP,65%,Conf 65%<85% | Chg +32.7%>20%,
227427290354,BB-071126-00030-82354,2026 Bowman BREYSON GUEDEZ #BCP-32 1st Prospect Athletics,1.50,1.99,+0.49,+32.7%,UP,65%,Conf 65%<85% | Chg +32.7%>20%,
227427290357,BB-071126-00050-31033,2025 Bowman Draft ELIAN PENA #BDC-115 Mets,1.00,1.99,+0.99,+99.0%,UP,86%,Chg +99.0%>20%,
227427290371,BB-071126-00018-40806,2025 Bowman's Best MAX CLARK #TP-1 Refractor Tigers,2.50,2.49,-0.01,-0.4%,DOWN,70%,Conf 70%<85%,
227427290391,BB-071126-00015-18649,2025 Bowman Draft MASON MORRIS #BDC-66 1st Prospect Reds,2.49,1.99,-0.50,-20.1%,DOWN,85%,Chg -20.1%>20%,
